Artist and Title,Streams,Daily,year
Clean Bandit - Baby,171419106,31533.0,2018
Yüzyüzeyken Konuşuruz - Dinle Beni Bi',171190036,108719.0,2018
Alina Baraz - Floating,171020152,53246.0,2018
Meghan Trainor - No Excuses,170945894,24564.0,2018
Jay Rock - Wow Freestyle,170592477,70739.0,2018
C. Tangana - Booty,170379720,20223.0,2018
Quavo - FLIP THE SWITCH,170261819,40125.0,2018
Bad Bunny - Como Antes,170108558,60723.0,2018
Vansire - From the Subway Train,169793994,393682.0,2018
Queen - Radio Ga Ga,169782807,40207.0,2018
Salmo - IL CIELO NELLA STANZA,169374948,39638.0,2018
Nicki Minaj - Barbie Dreams,169211208,48352.0,2018
Tory Lanez - TAlk tO Me,168723983,12827.0,2018
Los Auténticos Decadentes - Loco (Tu Forma de Ser) [Ft. Rubén Albarrán],168670923,52013.0,2018
RIN - Dior 2001,168415548,58177.0,2018
Rae Sremmurd - Perplexing Pegasus,168333479,17601.0,2018
Gavin James - Always,168039617,43797.0,2018
Duki - Rockstar,167993641,161630.0,2018
Angèle - Balance ton quoi,167471114,53719.0,2018
IZA - Dona de mim,167274332,65964.0,2018
Capital Bra - Neymar,167178676,61373.0,2018
A$AP Rocky - A$AP Forever,167088988,35154.0,2018
J. Cole - 1985,167030792,26530.0,2018
Wisin & Yandel - Reggaetón en lo Oscuro,166862505,22287.0,2018
keshi - 2 soon,166739794,91838.0,2018
P!nk - A Million Dreams,166432553,56002.0,2018
Jason Mraz - Have It All,166058833,53616.0,2018
Nicki Minaj - Barbie Tingz,165984326,51715.0,2018
Jess Glynne - One Touch,165928519,17079.0,2018
Joji - ATTENTION,165805119,48743.0,2018
Tate McRae - Teenage Mind,165671423,91308.0,2018
Meek Mill - Dangerous,165248251,53173.0,2018
J Balvin - Ahora,165151108,13049.0,2018
Lomepal - Trop beau,164835257,67582.0,2018
Charlie Puth - The Way I Am,164649424,38366.0,2018
MC Kekel - Amor de Verdade,164348755,27802.0,2018
Kiana Ledé - EX,164269489,36821.0,2018
Why Don't We - Hooked,163435722,31145.0,2018
Luke Combs - Must've Never Met You,163334584,71672.0,2018
Aitana - Vas A Quedarte,163216983,68373.0,2018
J. Cole - Motiv8,163171570,25146.0,2018
Summer Cem - Tamam Tamam,162854726,37307.0,2018
5 Seconds of Summer - Lie To Me,162622552,65913.0,2018
Duki - Hello Cotto,162546960,118670.0,2018
Nabález - La Correcta,162483829,68881.0,2018
BTS - Outro: Tear,162465087,40701.0,2018
Drake - Elevate,162055078,25170.0,2018
Mitski - A Pearl,162045805,184271.0,2018
Kany García - Para Siempre,162033905,136835.0,2018
YNW Melly - Freddy Krueger,161892464,39408.0,2018
Noisestorm - Crab Rave,161322135,51228.0,2018
Polo G - Neva Cared,159866570,135386.0,2018
Pamungkas - One Only,159864938,131161.0,2018
Danny Ocean - Epa Wei,159252168,15389.0,2018
The Chainsmokers - Side Effects,159206358,14096.0,2018
Cavetown - Lemon Boy,159082568,51123.0,2018
KHEA - Cómo Le Digo,158993387,128206.0,2018
PENTAGON - Shine,158893858,51470.0,2018
Bad Bunny - Cuando Perriabas,158432613,34006.0,2018
Ghost - Dance Macabre,158356197,94808.0,2018
Frank Ocean - Moon River,157727128,83826.0,2018
Doja Cat - Wine Pon You,157406287,277060.0,2018
Ava Max - Not Your Barbie Girl,157022771,75628.0,2018
The Vamps - Just My Type,156966351,44131.0,2018
"Luke Combs - Houston, We Got a Problem",156861124,88485.0,2018
Thirty Seconds To Mars - Walk On Water,156505100,32948.0,2018
Gustavo Mioto - Solteiro Não Trai,156360743,43311.0,2018
21 Savage - all my friends,156211152,30080.0,2018
2 Chainz - Bigger Than You,156206179,8908.0,2018
El Alfa - Suave (Remix),155963827,149600.0,2018
KYLE - Hey Julie!,155670795,10050.0,2018
Vicke Blanka - Black Rover,155343729,75118.0,2018
BLACKPINK - Really,155310099,70951.0,2018
Summer Cem - Casanova,155301007,27176.0,2018
Night Lovell - JOAN OF ARC,155128769,120948.0,2018
Micro TDH - Besame Sin Sentir,155103900,122893.0,2018
HONNE - Location Unknown ◐,155055730,63962.0,2018
GASHI - Creep On Me,154909961,18071.0,2018
Bring Me The Horizon - MANTRA,154881567,49255.0,2018
Kina - Baby You're Worth It,154754066,50142.0,2018
Márcia Fellipe - Quem Me Dera,154458206,37703.0,2018
MK - Back & Forth,154031306,15162.0,2018
Hal - L,153814332,319423.0,2018
Maninder Buttar - Sakhiyaan,153539997,129733.0,2018
Serhat Durmus - Hislerim,153294381,67773.0,2018
Travis Scott - NC-17,153292743,64960.0,2018
The Macarons Project - Fly Me to the Moon,153127510,49497.0,2018
Gryffin - Nobody Compares To You,153001287,24372.0,2018
Camila Cabello - Consequences,153000690,6379.0,2018
Paulo Londra - Condenado Para El Millón,152981437,46589.0,2018
The 1975 - TOOTIMETOOTIMETOOTIME,152570560,34299.0,2018
Gusttavo Lima - Cem Mil,152498537,24185.0,2018
The Neighbourhood - Nervous,152375401,253626.0,2018
The Neighbourhood - Scary Love,152329590,56121.0,2018
Ariana Grande - successful,152221264,47743.0,2018
Shawn Mendes - Like To Be You,152217859,17047.0,2018
Måneskin - Morirò da Re,151859498,55499.0,2018
Yorushika - ただ君に晴れ,151496241,187352.0,2018
Lil Yachty - 66,151239829,21160.0,2018
David Guetta - Your Love,151150711,15073.0,2018
ZAYN - Good Years,150960241,18906.0,2018
Camila Cabello - Real Friends,150617819,7130.0,2018
Ariana Grande - make up,150495897,38966.0,2018
BTS - Let Go,150473653,38779.0,2018
Tory Lanez - TAlk tO Me,150425055,17855.0,2018
LANY - Thick And Thin,149592740,52917.0,2018
Bryant Myers - Tanta Falta,149322541,48942.0,2018
Lost Frequencies - Melody,149217718,48362.0,2018
Turma do Pagode - Sua Mãe Vai Me Amar,148851225,119316.0,2018
Alan Menken - Go the Distance,148712435,43834.0,2018
IZ*ONE - La Vie en Rose,148614301,55883.0,2018
Ina Wroldsen - Favela,148550219,17878.0,2018
Lartiste - Mafiosa,148466741,24770.0,2018
Kacey Musgraves - Slow Burn,148449203,60511.0,2018
Nicki Minaj - Familia,148220084,31075.0,2018
Lil Wayne - Don't Cry,148053144,24789.0,2018
Cartel De Santa - Pollo y Conejo,147922529,52365.0,2018
Morgan Wallen - Talkin' Tennessee,147872206,98847.0,2018
Aimyon - マリーゴールド,147293981,77344.0,2018
Shoreline Mafia - Musty,147293171,40926.0,2018
HONNE - Day 1 ◑,147141333,29150.0,2018
j-hope - Daydream (백일몽),147091188,42578.0,2018
Tom Misch - It Runs Through Me,147065299,49530.0,2018
PRETTYMUCH - Summer on You,147036194,11911.0,2018
Lady Gaga - Look What I Found,146622393,29143.0,2018
Trippie Redd - Love Scars 3,146614518,31539.0,2018
Florence + The Machine - Hunger,146611500,40042.0,2018
Nicky Jam - Live It Up,146549475,21208.0,2018
Shordie Shordie - Betchua (Bitchuary),146332911,52931.0,2018
Tessa Violet - Crush,146258521,26634.0,2018
Mc Livinho - Hoje Eu Vou Parar Na Gaiola,146224944,49276.0,2018
Pamungkas - I Love You but I'm Letting Go,146217259,82423.0,2018
Parcels - Tieduprightnow,146131449,90577.0,2018
Clau - Pouca Pausa,146082513,26141.0,2018
Julia Michaels - Jump,145769899,6469.0,2018
Janelle Monáe - Make Me Feel,145648425,26602.0,2018
Drake - Blue Tint,145524838,33603.0,2018
DENNIS - Agora é Tudo Meu,145405452,56356.0,2018
Whethan - High (& Dua Lipa),145394250,37395.0,2018
Lil Peep - Sex with My Ex,145362122,48592.0,2018
Pamungkas - Kenangan Manis,145302341,189140.0,2018
Alok - Ocean,145199899,36713.0,2018
Paloma Mami - No Te Enamores,145119212,13809.0,2018
juan karlos - Buwan,144981433,71585.0,2018
Mac Miller - Jet Fuel,144887639,81790.0,2018
Godsmack - Bulletproof,144612435,79794.0,2018
Queen - Don't Stop Me Now,144491752,59328.0,2018
Joji - WANTED U,144474440,59053.0,2018
The Chainsmokers - Everybody Hates Me,144465955,14684.0,2018
Tory Lanez - FeRRis WhEEL,144361440,19790.0,2018
Bonez MC - Kokain,144346409,32491.0,2018
Mrs. GREEN APPLE - 青と夏,144329389,170957.0,2018
Los Auténticos Decadentes - Amor (Ft. Mon Laferte),144309587,63719.0,2018
David Guetta - Let It Be Me,144256040,28325.0,2018
Magnus Haven - Imahe,144227080,79283.0,2018
Bradley Cooper - Maybe It's Time,144116892,31293.0,2018
Henrique & Juliano - Cidade Vizinha,144098136,58873.0,2018
Why Don't We - Trust Fund Baby,144020466,34602.0,2018
Grupo Firme - Pideme,143938313,56589.0,2018
beabadoobee - Tired,143936769,155016.0,2018
Kevin Kaarl - Amor Viejo,143873882,132423.0,2018
Zé Neto & Cristiano - Status Que Eu Não Queria,143840815,48525.0,2018
"Henrique & Juliano - Quem Pegou, Pegou",143596908,46493.0,2018
Matt Simons - We Can Do Better,143488603,10864.0,2018
Shawn Mendes - Perfectly Wrong,143487361,39611.0,2018
Calum Scott - Dancing On My Own,143460932,66208.0,2018
Ariana Grande - the light is coming,143371263,27610.0,2018
Lalo Ebratt - Mocca,143192746,54297.0,2018
PDL - Sa Susunod Na Lang,143127994,83431.0,2018
Juan Magán - Usted,142986171,10622.0,2018
Matuê - A Morte do Autotune,142640253,127591.0,2018
BTS - Paradise,142553859,45021.0,2018
N.E.R.D - Lemon,142413910,12987.0,2018
RM - seoul (prod. HONNE),142106490,42461.0,2018
BTS - Don't Leave Me,141913566,27695.0,2018
Jay Rock - WIN,141479593,27613.0,2018
Ella Mai - Shot Clock,141444448,43575.0,2018
ROSALÍA - PIENSO EN TU MIRÁ,141394058,41594.0,2018
Twenty One Pilots - Morph,141389993,29946.0,2018
Playboi Carti - Love Hurts,141256773,65244.0,2018
Tungevaag - All For Love,141097187,21071.0,2018
6ix9ine - WAKA,140836835,21007.0,2018
MC WM - Fuleragem,140812193,43776.0,2018
Ariana Grande - better off,140526572,39401.0,2018
Wiz Khalifa - Fr Fr,140451386,14583.0,2018
A Boogie Wit da Hoodie - Just Like Me,140441553,39790.0,2018
Diplo - Color Blind,140430084,19662.0,2018
Alfredo Olivas - El Día De Los Muertos,140177266,153751.0,2018
Hillsong Worship - Who You Say I Am,140158819,39846.0,2018
Pedro Capó - Calma,140114329,29606.0,2018
Major Lazer - Trigger,139864698,11303.0,2018
Diego & Victor Hugo - Infarto,139833354,79974.0,2018
Jess Glynne - Thursday,139689491,19818.0,2018
Los Plebes del Rancho de Ariel Camacho - Por Enamorarme,139501013,76178.0,2018
Juice WRLD - Long Gone,139415679,52339.0,2018
Capo Plaza - Tesla,139228052,34300.0,2018
Banx & Ranx - Answerphone,139069020,4825.0,2018
6LACK - Seasons,139061366,19435.0,2018
DENNIS - Só Você,139046443,26688.0,2018
EXO - Tempo,139008935,43851.0,2018
Lil Peep - Broken Smile (My All),138968947,36969.0,2018
Luan Santana - Vingança,138955174,29825.0,2018
NCT - BOSS,138868886,55056.0,2018
Marília Mendonça - Ausência,138843250,41979.0,2018
Metro Boomin - Dreamcatcher,138793068,72574.0,2018
Seeb - Grip,138542011,8443.0,2018
6ix9ine - MAMA,138308041,14014.0,2018
Doja Cat - Go To Town,138286479,47931.0,2018
Banda MS de Sergio Lizárraga - Mejor Me Alejo,138157141,30997.0,2018
MERO - Baller los,138140386,45761.0,2018
Jason Derulo - Colors,138104541,20412.0,2018
Cashmere Cat - Miss You,137916389,11110.0,2018
Isak Danielson - Broken,137826565,107928.0,2018
Nipsey Hussle - Double Up,137438018,33525.0,2018
Chris Lake - Turn off the Lights,137429202,62080.0,2018
Tory Lanez - Shooters,137376686,12332.0,2018
Lil Yachty - Get Dripped,137249185,33747.0,2018
Damas Gratis - Me Vas a Extrañar,137043118,91078.0,2018
Ella Mai - Whatchamacallit,136947297,33825.0,2018
Ray LaMontagne - Such A Simple Thing,136835539,37139.0,2018
ilyTOMMY - Princess Bubblegum,136790446,90066.0,2018
Ocean Alley - Confidence,136771199,503502.0,2018
Plan B - Ella Fuma,136687522,48494.0,2018
Dua Lipa - Want To,136579144,18925.0,2018
Lady Gaga - Is That Alright?,136419730,34226.0,2018
Lary Over - Subete,136186029,55167.0,2018
Pamungkas - Monolog,136013873,187634.0,2018
Marília Mendonça - A Culpa É Dele,135865313,12698.0,2018
VIZE - Glad You Came,135857504,10510.0,2018
The Neighbourhood - Compass,135557586,99264.0,2018
BLACKPINK - See U Later,135491403,58326.0,2018
MadeinTYO - Ned Flanders,135368370,9594.0,2018
Banda MS de Sergio Lizárraga - No Elegi Conocerte,135271871,37292.0,2018
Tones And I - Dance Monkey,2963517168,598261.0,2019
Shawn Mendes - Señorita,2606003467,739405.0,2019
Harry Styles - Watermelon Sugar,2495699245,1011211.0,2019
Dua Lipa - Don't Start Now,2448641376,915703.0,2019
Billie Eilish - bad guy,2412166510,589458.0,2019
Post Malone - Circles,2303211144,1026954.0,2019
SAINt JHN - Roses,1853857853,401520.0,2019
Roddy Ricch - The Box,1775225900,787468.0,2019
Ed Sheeran - I Don't Care,1758413907,347002.0,2019
Lewis Capaldi - Before You Go,1757365014,963787.0,2019
Billie Eilish - when the party's over,1697402681,672778.0,2019
Post Malone - Wow.,1583600090,572263.0,2019
J Balvin - LA CANCIÓN,1560295155,760037.0,2019
Harry Styles - Adore You,1544612374,592612.0,2019
Taylor Swift - Cruel Summer,1528331739,4083836.0,2019
Billie Eilish - everything i wanted,1497374796,709545.0,2019
Travis Scott - HIGHEST IN THE ROOM,1489106851,710620.0,2019
Lil Nas X - Old Town Road,1486589125,237301.0,2019
KAROL G - Tusa,1441699314,309271.0,2019
Arizona Zervas - ROXANNE,1431598027,271798.0,2019
Bad Bunny - Callaita,1375719300,383633.0,2019
Ed Sheeran - Beautiful People,1347924360,298960.0,2019
Jonas Brothers - Sucker,1338269186,358992.0,2019
Daddy Yankee - Con Calma,1288209427,298191.0,2019
Jhayco - No Me Conoce,1276121605,557364.0,2019
Regard - Ride It,1269689190,365163.0,2019
Sam Smith - Dancing With A Stranger,1264611994,519601.0,2019
Lil Tecca - Ransom,1255225672,589729.0,2019
Post Malone - Goodbyes,1205807192,367516.0,2019
J. Cole - MIDDLE CHILD,1197000306,541351.0,2019
Masked Wolf - Astronaut In The Ocean,1196374255,343473.0,2019
Doja Cat - Say So,1150760258,271911.0,2019
Taylor Swift - Lover,1145441005,1684478.0,2019
Anuel AA - China,1134320510,257115.0,2019
Harry Styles - Falling,1120332569,603925.0,2019
BTS - Boy With Luv (Feat. Halsey),1113014375,306981.0,2019
Chris Brown - Under The Influence,1097582679,906783.0,2019
Topic - Breaking Me,1090151741,229815.0,2019
Duncan Laurence - Arcade,1082862057,571537.0,2019
JP Saxe - If the World Was Ending,1068558049,491047.0,2019
Ali Gatie - It's You,1065341034,414145.0,2019
"Dan + Shay - 10,000 Hours",1005822456,372246.0,2019
Pop Smoke - Dior,993837409,481124.0,2019
Billie Eilish - bury a friend,980980162,173554.0,2019
Chris Brown - No Guidance,978191306,302292.0,2019
Mabel - Don't Call Me Up,975873561,192043.0,2019
Shawn Mendes - If I Can't Have You,975829336,224030.0,2019
Lil Nas X - Old Town Road,975698267,221666.0,2019
MEDUZA - Piece Of Your Heart,958455020,243818.0,2019
Doja Cat - Streets,953987807,565357.0,2019
Bad Bunny - Vete,948840756,267999.0,2019
Y2K - Lalala,943292446,144947.0,2019
Sam Smith - How Do You Sleep?,943118300,202268.0,2019
Khalid - Talk,939883883,149998.0,2019
Nicky Jam - X,933912911,187769.0,2019
Black Eyed Peas - RITMO (Bad Boys For Life),932210374,164290.0,2019
Drake - Money In The Grave (Drake ft. Rick Ross),922926007,268259.0,2019
Lunay - Soltera (Remix),916627732,279310.0,2019
Surfaces - Sunday Best,914075547,179306.0,2019
MEDUZA - Lose Control,889277551,267355.0,2019
Kygo - Higher Love,883943624,338158.0,2019
Juice WRLD - Bandit,879457324,330686.0,2019
Surf Mesa - ily (i love you baby),872817210,203176.0,2019
"Tyler, The Creator - EARFQUAKE",866183739,479865.0,2019
Mustard - Ballin',863697507,315130.0,2019
Harry Styles - Golden,863221599,297680.0,2019
Billie Eilish - i love you,849838544,394393.0,2019
Taylor Swift - You Need To Calm Down,840400881,460001.0,2019
Billie Eilish - you should see me in a crown,812781847,270121.0,2019
Polo G - Pop Out,810493229,306159.0,2019
Taylor Swift - ME!,808393166,315011.0,2019
CKay - love nwantiti (ah ah ah),796239884,368229.0,2019
DJ Snake - Loco Contigo,791540897,157054.0,2019
Gesaffelstein - Lost in the Fire,790257993,659800.0,2019
DaBaby - BOP,778461021,285868.0,2019
BLACKPINK - Kill This Love,775787363,260941.0,2019
Billie Eilish - wish you were gay,756279609,165506.0,2019
Ariana Grande - boyfriend,751676038,405200.0,2019
J Balvin - QUE PRETENDES,748438433,334276.0,2019
ROSALÍA - Con Altura,744744944,165496.0,2019
Wallows - Are You Bored Yet?,740207666,576806.0,2019
Ed Sheeran - South of the Border,735987425,184057.0,2019
Avicii - SOS,734334163,185439.0,2019
Lewis Capaldi - Hold Me While You Wait,730857256,385803.0,2019
Anuel AA - Secreto,728865615,174567.0,2019
Lil Nas X - Panini,723465584,119536.0,2019
dhruv - double take,711131137,639516.0,2019
Paulo Londra - Tal Vez,709597508,239631.0,2019
Ellie Goulding - Hate Me,704994802,360393.0,2019
Young Thug - The London,704919770,136544.0,2019
Mustard - Pure Water,694820790,174346.0,2019
Maluma - 11 PM,689849393,209896.0,2019
Dalex - Pa Mí,689501662,142641.0,2019
Olivia Rodrigo - All I Want,688687830,442576.0,2019
Lil Tjay - F.N,686597277,269169.0,2019
Labrinth - Formula,686201331,799308.0,2019
Sub Urban - Cradles,685092758,331441.0,2019
Reik - Me Niego,682631515,135620.0,2019
Julia Michaels - What A Time,681402500,367358.0,2019
Sech - Otro Trago,677242834,118420.0,2019
Ashe - Moral of the Story,676454533,552066.0,2019
Tainy - Adicto,673104510,223284.0,2019
Dalex - Hola,669386857,280961.0,2019
Katy Perry - Never Really Over,668041153,135434.0,2019
Camila Cabello - My Oh My,666380314,206946.0,2019
JACKBOYS - OUT WEST,665722524,292434.0,2019
Harry Styles - Lights Up,661717781,117855.0,2019
Clairo - Sofia,652911809,438942.0,2019
Calvin Harris - Giant,649150051,117075.0,2019
Marshmello - Here With Me,647695118,163399.0,2019
Taylor Swift - The Man,643818143,687301.0,2019
Rauw Alejandro - Fantasias,634136864,183326.0,2019
Eyedress - Jealous,633436776,830037.0,2019
DaBaby - Suge,632792538,93968.0,2019
Martin Garrix - Summer Days,626397930,140354.0,2019
Alan Walker - On My Way,623550526,267817.0,2019
5 Seconds of Summer - Teeth,616509597,349421.0,2019
Labrinth - Still Don't Know My Name,614064545,331895.0,2019
The Chainsmokers - Takeaway,611480099,128356.0,2019
Billie Eilish - all the good girls go to hell,607333773,174951.0,2019
Sam Fischer - This City,603995483,194905.0,2019
R3HAB - All Around The World (La La La),602502244,257139.0,2019
The Chainsmokers - Call You Mine,597736303,93000.0,2019
New West - Those Eyes,595922039,1154056.0,2019
Maluma - HP,595818393,111143.0,2019
Lana Del Rey - Doin' Time,593771702,566635.0,2019
Baby Keem - ORANGE SODA,590187086,586674.0,2019
OneRepublic - Rescue Me,589569340,206664.0,2019
Post Malone - Take What You Want,581622332,229153.0,2019
Yot Club - YKWIM?,578516082,569110.0,2019
Camilo - Tutu,574110063,114385.0,2019
Joji - Sanctuary,573166282,266971.0,2019
Bazzi - I.F.L.Y.,571600037,112358.0,2019
Sam Feldt - Post Malone,569058339,82060.0,2019
Bazzi - Paradise,565174490,179992.0,2019
Arcángel - Sigues Con El,564216296,116239.0,2019
Taylor Swift - Paper Rings,561889290,603682.0,2019
"Alan Walker - Alone, Pt. II",549754124,320035.0,2019
"ROSALÍA - Yo x Ti, Tu x Mi",549706380,139625.0,2019
Ava Max - So Am I,548736422,112456.0,2019
Dayglow - Can I Call You Tonight?,544206046,279895.0,2019
YNW Melly - Suicidal,543170856,200122.0,2019
Jeremy Zucker - you were good to me,540369738,158526.0,2019
Labrinth - Mount Everest,540139425,434315.0,2019
YOASOBI - 夜に駆ける,538618036,326251.0,2019
Sia - Thunderclouds,537905409,130733.0,2019
Sech - Otro Trago,537331260,92305.0,2019
Kehlani - Nights Like This,536698771,303087.0,2019
Sebastian Yatra - Un Año,535546075,203113.0,2019
Nicky Jam - Te Robaré,535265324,68805.0,2019
Rels B - A Mí,534144620,543536.0,2019
"Tyler, The Creator - NEW MAGIC WAND",532362854,555030.0,2019
DJ Luian - Verte Ir,532074317,114267.0,2019
The Chainsmokers - Who Do You Love,531548519,81057.0,2019
NF - The Search,526899977,404719.0,2019
PUBLIC - Make You Mine,526683593,210231.0,2019
Rauw Alejandro - El Efecto,522887735,286580.0,2019
Marshmello - One Thing Right,522470918,119842.0,2019
Roddy Ricch - High Fashion,519901938,98225.0,2019
Sasha Alex Sloan - Dancing With Your Ghost,518460685,350533.0,2019
Sia - Genius,515546234,295131.0,2019
Billie Eilish - listen before i go,513137173,231124.0,2019
Lizzo - Juice,510833359,135368.0,2019
Post Malone - Hollywood's Bleeding,510352708,270819.0,2019
SHAED - Trampoline,509233771,140823.0,2019
Cardi B - Please Me,507127522,272349.0,2019
J Balvin - UN PESO,503883927,337006.0,2019
Logic - Homicide,502364636,154205.0,2019
Dave - Location,497305892,268819.0,2019
Lil Tecca - Love Me,496062921,286632.0,2019
Ghost - Mary On A Cross,495880749,524351.0,2019
James Arthur - Falling Like The Stars,493828604,193387.0,2019
NLE Choppa - Camelot,492274922,283706.0,2019
BROCKHAMPTON - SUGAR,491081159,93796.0,2019
Jonas Brothers - Only Human,490168434,112770.0,2019
Labrinth - All For Us,482637145,350275.0,2019
Luke Combs - Beer Never Broke My Heart,482182462,266937.0,2019
Billie Eilish - my strange addiction,480931800,156155.0,2019
Reik - Amigos Con Derechos,480905599,130218.0,2019
Doja Cat - Like That,480614638,205576.0,2019
Quality Control - Baby (Lil Baby feat. DaBaby),480556497,262750.0,2019
Andy Grammer - Don't Give Up On Me,479752492,150746.0,2019
Lauv - lonely,478514986,59618.0,2019
Camila Cabello - Liar,477402919,74891.0,2019
Myke Towers - Si Se Da,475262017,222681.0,2019
Machine Gun Kelly - I Think I'm OKAY,473806801,113868.0,2019
Katy Perry - Harleys In Hawaii,466970651,386327.0,2019
Lil Uzi Vert - Sanguine Paradise,463313563,86548.0,2019
Christian Nodal - De Los Besos Que Te Di,462938954,352891.0,2019
NLE Choppa - Shotta Flow,460885186,245936.0,2019
YNW Melly - 223's,459987326,157088.0,2019
Calibre 50 - Si Te Pudiera Mentir,454803936,273831.0,2019
Juice WRLD - Let Me Know (I Wonder Why Freestyle),445979040,409277.0,2019
Maren Morris - The Bones,444866618,95580.0,2019
Billie Eilish - xanny,444179808,104277.0,2019
Post Malone - Saint-Tropez,443240578,95371.0,2019
Post Malone - Enemies,441634768,76753.0,2019
Clairo - Bubble Gum,441058213,391581.0,2019
Ozuna - Baila Baila Baila,440742476,161677.0,2019
TWICE - FANCY,439640323,197488.0,2019
James Arthur - Car's Outside,439003221,932986.0,2019
Red Velvet - Psycho,437147598,230582.0,2019
24kGoldn - VALENTINO,433764942,115711.0,2019
SLANDER - Love Is Gone,432667284,297487.0,2019
Harry Styles - Fine Line,430386185,400207.0,2019
Rich Music LTD - Quizas,430187647,114623.0,2019
Sech - Que Mas Pues,423217774,99123.0,2019
Rex Orange County - Pluto Projector,420674202,302081.0,2019
DaBaby - VIBEZ,420584866,73772.0,2019
Tiësto - Ritual,417611170,88854.0,2019
Rammstein - Deutschland,415223447,254533.0,2019
P!nk - Walk Me Home,413062548,106705.0,2019
Morgan Wallen - Cover Me Up,411857374,263731.0,2019
Camila Cabello - Shameless,408521965,760569.0,2019
Lil Mosey - Stuck In A Dream,408203705,106036.0,2019
YNW Melly - Mixed Personalities,407873234,109251.0,2019
Frank Ocean - In My Room,404922097,287124.0,2019
Tyga - Ayy Macarena,404557256,76045.0,2019
NIKI - lowkey,403522965,387720.0,2019
Liana Flores - rises the moon,403164686,632712.0,2019
Lil Baby - Woah,400720218,115027.0,2019
Lil Tecca - Ransom,399748461,166791.0,2019
Lana Del Rey - Cinnamon Girl,399218676,682712.0,2019
LiSA - 紅蓮華,398992880,168819.0,2019
Billie Eilish - ilomilo,396790497,127198.0,2019
Dalex - Cuaderno,395941976,104880.0,2019
Lenin Ramírez - Yo Ya No Vuelvo Contigo,393720537,167086.0,2019
Lil Tecca - Did It Again,393317685,301741.0,2019
Kaash Paige - Love Songs,392974203,431015.0,2019
H.E.R. - Could've Been,391731815,306053.0,2019
Carin Leon - Me la Avente,391631798,418306.0,2019
Apache 207 - Roller,390833307,113139.0,2019
Young Thug - Hot (Remix) [feat. Gunna and Travis Scott],390827820,224747.0,2019
24kGoldn - CITY OF ANGELS,389852806,98705.0,2019
Lil Skies - I,389144169,82878.0,2019
Ed Sheeran - Cross Me,388832892,44857.0,2019
Natalie Taylor - Surrender,386059705,121401.0,2019
JACKBOYS - GATTI,385935274,196811.0,2019
Master KG - Jerusalema,383727131,119758.0,2019
Tones And I - Never Seen the Rain,383688460,42446.0,2019
Baby Keem - HONEST,383124535,456145.0,2019
Doja Cat - Rules,382712045,237366.0,2019
Old Dominion - One Man Band,382411611,191162.0,2019
Pamungkas - To the Bone,381916544,312691.0,2019
Summer Walker - Playing Games,381799522,299614.0,2019
Riton - Turn Me On,381140098,107331.0,2019
Kanye West - Follow God,379458901,231421.0,2019
"Tyler, The Creator - ARE WE STILL FRIENDS?",377535931,432072.0,2019
Gabby Barrett - I Hope,374584660,120308.0,2019
Dermot Kennedy - Power Over Me,374559009,211180.0,2019
Ava Max - Salt,372202721,79121.0,2019
Reik - Indeciso,371748304,93963.0,2019
Dean Lewis - Half A Man,370933092,234839.0,2019
Young Thug - Hot,370300316,113238.0,2019
Florida Georgia Line - Simple,369303759,118186.0,2019
Feid - PORFA,369097550,159250.0,2019
Daddy Yankee - Que Tire Pa Lante,366341915,49695.0,2019
YoungBoy Never Broke Again - Make No Sense,366281743,240183.0,2019
"Tyler, The Creator - GONE, GONE / THANK YOU",366070382,231153.0,2019
Lil Tjay - Sex Sounds,364993813,282698.0,2019
Alex Rose - Jangueo,364842618,78974.0,2019
Hozier - Almost (Sweet Music),364363565,282106.0,2019
Billie Eilish - bad guy,363717792,54115.0,2019
Mac DeMarco - Heart To Heart,363267088,745098.0,2019
Normani - Motivation,362601678,81273.0,2019
Junior H - Ella,361700471,275486.0,2019
Charlie Puth - Cheating on You,361085776,229090.0,2019
Joyner Lucas - Isis,360565613,93599.0,2019
Saweetie - My Type,359573343,150272.0,2019
iann dior - emotions,355421878,105275.0,2019
Sean Paul - Contra La Pared,354757907,44765.0,2019
Zach Bryan - Heading South,354416977,653169.0,2019
KEVIN ROLDAN - HASTA ABAJO,353812915,172935.0,2019
Bakar - Hell N Back,353179492,640471.0,2019
Aya Nakamura - Djadja,353048271,38336.0,2019
Ariana Grande - Don’t Call Me Angel (Charlie’s Angels),350763531,116767.0,2019
Doja Cat - Juicy,346134145,107577.0,2019
Stormzy - Vossi Bop,345472109,74819.0,2019
benny blanco - Graduation,345055973,85262.0,2019
Peach Tree Rascals - Mariposa,344480827,75990.0,2019
Kevin Kaarl - Vámonos a Marte,342210461,246154.0,2019
Blake Shelton - God's Country,340523334,176003.0,2019
MEDUZA - Piece Of Your Heart,339778804,174939.0,2019
DaBaby - TOES,338082321,76561.0,2019
"benny blanco - I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",337439428,37088.0,2019
Miley Cyrus - Slide Away,337379662,80216.0,2019
TWICE - Feel Special,336234005,146366.0,2019
Natanael Cano - Amor Tumbado,335987355,472560.0,2019
Giveon - Like I Want You,335944629,243983.0,2019
Blanco Brown - The Git Up,335086627,59280.0,2019
