title,artist,release_year,explicit,energy,valence,casing,is_uniform
SAD!,XXXTENTACION,2018,True,0.613,0.473,upper,uniform
Never Be the Same,Camila Cabello,2018,False,0.713,0.243,mixed,mixed
Love Lies,Khalid,2018,False,0.648,0.338,mixed,mixed
no tears left to cry,Ariana Grande,2018,False,0.713,0.354,lower,uniform
Mine,Bazzi,2018,True,0.789,0.717,mixed,mixed
Thunder,Imagine Dragons,2017,False,0.8220000000000001,0.288,mixed,mixed
Look Alive,BlocBoy JB,2018,True,0.581,0.595,mixed,mixed
Delicate,Taylor Swift,2017,False,0.404,0.0499,mixed,mixed
Yes Indeed,Lil Baby,2018,True,0.346,0.562,mixed,mixed
FRIENDS,Marshmello,2018,True,0.88,0.534,upper,uniform
Bad At Love,Halsey,2017,False,0.751,0.612,mixed,mixed
Taste,Tyga,2018,True,0.559,0.342,mixed,mixed
Let You Down,NF,2017,False,0.714,0.464,mixed,mixed
No Limit,G-Eazy,2017,True,0.771,0.405,mixed,mixed
FEFE,6ix9ine,2018,True,0.387,0.376,upper,uniform
Tequila,Dan + Shay,2018,False,0.594,0.503,mixed,mixed
Feel It Still,Portugal. The Man,2017,False,0.795,0.754,mixed,mixed
MotorSport,Migos,2018,True,0.518,0.188,mixed,mixed
I Like Me Better,Lauv,2017,False,0.505,0.419,mixed,mixed
Youngblood,5 Seconds of Summer,2018,False,0.854,0.152,mixed,mixed
Whatever It Takes,Imagine Dragons,2017,False,0.655,0.556,mixed,mixed
Ric Flair Drip,Offset,2017,True,0.428,0.333,mixed,mixed
I Fall Apart,Post Malone,2016,True,0.538,0.291,mixed,mixed
Pray For Me,The Weeknd,2018,True,0.677,0.188,mixed,mixed
Back To You,Selena Gomez,2018,False,0.724,0.508,mixed,mixed
SICKO MODE,Travis Scott,2018,True,0.73,0.446,upper,uniform
Walk It Talk It,Migos,2018,True,0.633,0.395,mixed,mixed
Gucci Gang,Lil Pump,2017,True,0.523,0.6990000000000001,mixed,mixed
Him & I,G-Eazy,2017,True,0.731,0.191,mixed,mixed
In My Blood,Shawn Mendes,2018,False,0.712,0.487,mixed,mixed
All The Stars,Kendrick Lamar,2018,True,0.633,0.552,mixed,mixed
Stir Fry,Migos,2018,True,0.8160000000000001,0.508,mixed,mixed
Too Good At Goodbyes,Sam Smith,2017,False,0.372,0.476,mixed,mixed
LOVE. FEAT. ZACARI.,Kendrick Lamar,2017,True,0.585,0.779,upper,uniform
This Is America,Childish Gambino,2018,True,0.463,0.549,mixed,mixed
Nonstop,Drake,2018,True,0.412,0.423,mixed,mixed
Heaven,Kane Brown,2017,False,0.556,0.521,mixed,mixed
Bodak Yellow,Cardi B,2018,True,0.7030000000000001,0.485,mixed,mixed
Freaky Friday,Lil Dicky,2018,True,0.599,0.755,mixed,mixed
GUMMO,6ix9ine,2018,True,0.775,0.635,upper,uniform
Plug Walk,Rich The Kid,2018,True,0.519,0.158,mixed,mixed
Wait,Maroon 5,2018,False,0.603,0.452,mixed,mixed
Be Careful,Cardi B,2018,True,0.5680000000000001,0.535,mixed,mixed
Wolves,Selena Gomez,2017,False,0.804,0.306,mixed,mixed
Bartier Cardi,Cardi B,2018,True,0.524,0.109,mixed,mixed
God is a woman,Ariana Grande,2018,True,0.658,0.268,mixed,mixed
BIG BANK,YG,2018,True,0.346,0.112,upper,uniform
Sorry Not Sorry,Demi Lovato,2017,True,0.635,0.873,mixed,mixed
How Long,Charlie Puth,2018,False,0.561,0.811,mixed,mixed
Lights Down Low,MAX,2016,False,0.5710000000000001,0.635,mixed,mixed
Young Dumb & Broke,Khalid,2017,False,0.539,0.394,mixed,mixed
One Kiss,Calvin Harris,2018,False,0.862,0.592,mixed,mixed
Natural,Imagine Dragons,2018,False,0.611,0.22,mixed,mixed
You Make It Easy,Jason Aldean,2018,False,0.5740000000000001,0.406,mixed,mixed
Shape of You,Ed Sheeran,2017,False,0.652,0.931,mixed,mixed
I Get the Bag,Gucci Mane,2017,True,0.633,0.425,mixed,mixed
No Brainer,DJ Khaled,2018,True,0.76,0.639,mixed,mixed
Plain Jane REMIX,A$AP Ferg,2017,True,0.839,0.383,mixed,mixed
Sky Walker,Miguel,2017,True,0.506,0.183,mixed,mixed
Marry Me,Thomas Rhett,2017,False,0.412,0.474,mixed,mixed
Eastside,benny blanco,2018,False,0.68,0.319,mixed,mixed
Call Out My Name,The Weeknd,2018,False,0.599,0.165,mixed,mixed
King's Dead,Jay Rock,2018,True,0.724,0.407,mixed,mixed
Happier,Marshmello,2018,False,0.792,0.671,mixed,mixed
Te Boté,Nio Garcia,2018,True,0.675,0.442,mixed,mixed
Simple,Florida Georgia Line,2018,False,0.889,0.881,mixed,mixed
Lemon,N.E.R.D,2017,True,0.727,0.201,mixed,mixed
1-800-273-8255,Logic,2017,True,0.5740000000000001,0.357,mixed,mixed
Say Something,Justin Timberlake,2018,False,0.632,0.372,mixed,mixed
I'm Upset,Drake,2018,True,0.586,0.492,mixed,mixed
Get Along,Kenny Chesney,2018,False,0.805,0.322,mixed,mixed
Moonlight,XXXTENTACION,2018,True,0.537,0.711,mixed,mixed
What Lovers Do,Maroon 5,2018,False,0.597,0.419,mixed,mixed
X,Nicky Jam,2018,False,0.773,0.711,upper,uniform
Outside Today,YoungBoy Never Broke Again,2018,True,0.666,0.0585,mixed,mixed
Trip,Ella Mai,2018,False,0.61,0.358,mixed,mixed
Dura,Daddy Yankee,2018,False,0.84,0.839,mixed,mixed
changes,XXXTENTACION,2018,False,0.308,0.52,lower,uniform
Mercy,Brett Young,2017,False,0.367,0.219,mixed,mixed
One Number Away,Luke Combs,2017,False,0.781,0.527,mixed,mixed
Powerglide,Rae Sremmurd,2018,True,0.8310000000000001,0.584,mixed,mixed
IDGAF,Dua Lipa,2017,True,0.544,0.51,upper,uniform
Mi Gente,J Balvin,2017,False,0.716,0.469,mixed,mixed
Believer,Imagine Dragons,2017,False,0.78,0.666,mixed,mixed
Old Town Road,Lil Nas X,2019,False,0.619,0.639,mixed,mixed
Sunflower,Post Malone,2018,False,0.479,0.913,mixed,mixed
Without Me,Halsey,2018,True,0.488,0.533,mixed,mixed
bad guy,Billie Eilish,2019,False,0.425,0.562,lower,uniform
Wow.,Post Malone,2018,True,0.539,0.385,mixed,mixed
Happier,Marshmello,2018,False,0.792,0.671,mixed,mixed
7 rings,Ariana Grande,2019,True,0.321,0.319,lower,uniform
Talk,Khalid,2019,False,0.4,0.346,mixed,mixed
SICKO MODE,Travis Scott,2018,True,0.73,0.446,upper,uniform
Sucker,Jonas Brothers,2019,False,0.734,0.952,mixed,mixed
High Hopes,Panic! At The Disco,2018,False,0.904,0.681,mixed,mixed
"thank u, next",Ariana Grande,2018,True,0.647,0.435,lower,uniform
Truth Hurts,Lizzo,2019,True,0.624,0.412,mixed,mixed
Dancing With A Stranger,Sam Smith,2019,False,0.52,0.347,mixed,mixed
Señorita,Shawn Mendes,2019,False,0.54,0.75,mixed,mixed
I Don't Care,Ed Sheeran & Justin Bieber,2019,False,0.675,0.842,mixed,mixed
Eastside,benny blanco,2018,False,0.68,0.319,mixed,mixed
Going Bad,Meek Mill,2018,True,0.496,0.544,mixed,mixed
Shallow,Lady Gaga,2018,False,0.385,0.323,mixed,mixed
Better,Khalid,2018,True,0.585,0.116,mixed,mixed
No Guidance,Chris Brown,2019,True,0.454,0.137,mixed,mixed
Girls Like You,Maroon 5,2018,True,0.541,0.448,mixed,mixed
Sweet but Psycho,Ava Max,2018,False,0.704,0.628,mixed,mixed
Suge,DaBaby,2019,True,0.662,0.844,mixed,mixed
MIDDLE CHILD,J. Cole,2019,True,0.364,0.463,upper,uniform
Drip Too Hard,Lil Baby,2018,True,0.662,0.389,mixed,mixed
Someone You Loved,Lewis Capaldi,2019,False,0.405,0.446,mixed,mixed
Ransom,Lil Tecca,2019,True,0.642,0.226,mixed,mixed
If I Can't Have You,Shawn Mendes,2019,False,0.809,0.864,mixed,mixed
Goodbyes,Post Malone,2019,True,0.653,0.175,mixed,mixed
ZEZE,Kodak Black,2018,True,0.603,0.504,upper,uniform
Better Now,Post Malone,2018,True,0.578,0.341,mixed,mixed
Youngblood,5 Seconds of Summer,2018,False,0.854,0.152,mixed,mixed
Money In The Grave,Drake,2019,True,0.502,0.101,mixed,mixed
Speechless,Dan + Shay,2018,False,0.44,0.418,mixed,mixed
"break up with your girlfriend, i'm bored",Ariana Grande,2019,True,0.554,0.335,lower,uniform
Please Me,Cardi B,2019,True,0.5700000000000001,0.65,mixed,mixed
Money,Cardi B,2018,True,0.59,0.219,mixed,mixed
You Need To Calm Down,Taylor Swift,2019,False,0.678,0.706,mixed,mixed
Panini,Lil Nas X,2019,False,0.594,0.475,mixed,mixed
Look Back at It,A Boogie Wit da Hoodie,2018,True,0.587,0.536,mixed,mixed
a lot,21 Savage,2018,True,0.636,0.274,lower,uniform
ME!,Taylor Swift,2019,False,0.839,0.657,upper,uniform
MIA,Bad Bunny,2018,False,0.539,0.158,upper,uniform
Pop Out,Polo G,2019,True,0.621,0.254,mixed,mixed
Beautiful Crazy,Luke Combs,2018,False,0.402,0.382,mixed,mixed
Thotiana,Blueface,2018,True,0.382,0.391,mixed,mixed
Lucid Dreams,Juice WRLD,2018,True,0.5660000000000001,0.218,mixed,mixed
Mo Bamba,Sheck Wes,2018,True,0.625,0.261,mixed,mixed
Beautiful People,Ed Sheeran,2019,False,0.648,0.548,mixed,mixed
Wake Up in the Sky,Gucci Mane,2018,True,0.578,0.367,mixed,mixed
Whiskey Glasses,Morgan Wallen,2018,False,0.68,0.707,mixed,mixed
God's Country,Blake Shelton,2019,False,0.752,0.217,mixed,mixed
Be Alright,Dean Lewis,2018,True,0.586,0.443,mixed,mixed
Pure Water,Mustard,2019,True,0.559,0.137,mixed,mixed
The Git Up,Blanco Brown,2019,False,0.678,0.811,mixed,mixed
Taki Taki,DJ Snake,2018,True,0.801,0.617,mixed,mixed
Close To Me,Ellie Goulding,2018,True,0.758,0.493,mixed,mixed
Envy Me,Calboy,2018,True,0.481,0.581,mixed,mixed
You Say,Lauren Daigle,2018,False,0.632,0.0797,mixed,mixed
"Hey Look Ma, I Made It",Panic! At The Disco,2018,False,0.833,0.58,mixed,mixed
Circles,Post Malone,2019,False,0.762,0.553,mixed,mixed
Beer Never Broke My Heart,Luke Combs,2019,False,0.863,0.64,mixed,mixed
The London,Young Thug,2019,True,0.586,0.179,mixed,mixed
Con Calma,Daddy Yankee,2019,False,0.868,0.613,mixed,mixed
Murder on My Mind,YNW Melly,2018,True,0.73,0.74,mixed,mixed
when the party's over,Billie Eilish,2019,False,0.111,0.198,lower,uniform
Act Up,City Girls,2018,True,0.638,0.313,mixed,mixed
I Like It,Cardi B,2018,True,0.726,0.65,mixed,mixed
Trampoline,SHAED,2018,False,0.412,0.537,mixed,mixed
Leave Me Alone,Flipp Dinero,2018,True,0.743,0.742,mixed,mixed
breathin,Ariana Grande,2018,True,0.656,0.364,lower,uniform
bury a friend,Billie Eilish,2019,False,0.389,0.196,lower,uniform
Close Friends,Lil Baby,2018,True,0.578,0.6980000000000001,mixed,mixed
Baby Shark,Pinkfong,2017,False,0.886,0.777,mixed,mixed
My Type,Saweetie,2019,True,0.811,0.587,mixed,mixed
Worth It,YK Osiris,2019,False,0.528,0.422,mixed,mixed
Only Human,Jonas Brothers,2019,False,0.496,0.874,mixed,mixed
Knockin' Boots,Luke Bryan,2019,False,0.682,0.634,mixed,mixed
Trip,Ella Mai,2018,False,0.61,0.358,mixed,mixed
Rumor,Lee Brice,2017,False,0.56,0.599,mixed,mixed
Swervin,A Boogie Wit da Hoodie,2018,True,0.662,0.434,mixed,mixed
How Do You Sleep?,Sam Smith,2019,False,0.682,0.345,mixed,mixed
Baby,Quality Control,2019,True,0.463,0.46,mixed,mixed
Look What God Gave Her,Thomas Rhett,2019,False,0.85,0.883,mixed,mixed
Good as You,Kane Brown,2018,False,0.516,0.769,mixed,mixed
Clout,Offset,2019,True,0.622,0.424,mixed,mixed
Love Lies,Khalid,2018,False,0.648,0.338,mixed,mixed
One Thing Right,Marshmello,2019,False,0.625,0.442,mixed,mixed
Cash Shit,Megan Thee Stallion,2019,True,0.635,0.549,mixed,mixed
Tequila,Dan + Shay,2018,False,0.581,0.494,mixed,mixed
Shotta Flow,NLE Choppa,2019,True,0.43,0.45,mixed,mixed
Hot Girl Summer,Megan Thee Stallion,2019,True,0.8140000000000001,0.5700000000000001,mixed,mixed
Talk You Out Of It,Florida Georgia Line,2019,False,0.708,0.558,mixed,mixed
Beautiful,Bazzi,2018,False,0.717,0.249,mixed,mixed
Eyes On You,Chase Rice,2017,False,0.652,0.476,mixed,mixed
All To Myself,Dan + Shay,2018,False,0.782,0.619,mixed,mixed
boyfriend,Ariana Grande,2019,True,0.795,0.7020000000000001,lower,uniform
Walk Me Home,P!nk,2019,False,0.453,0.432,mixed,mixed
Robbery,Juice WRLD,2019,True,0.6920000000000001,0.578,mixed,mixed
Blinding Lights,The Weeknd,2020,False,0.73,0.334,mixed,mixed
Circles,Post Malone,2019,False,0.762,0.553,mixed,mixed
The Box,Roddy Ricch,2019,True,0.586,0.642,mixed,mixed
Don't Start Now,Dua Lipa,2021,False,0.793,0.679,mixed,mixed
ROCKSTAR,DaBaby,2020,True,0.6900000000000001,0.497,upper,uniform
Adore You,Harry Styles,2019,False,0.771,0.5690000000000001,mixed,mixed
Life Is Good,Future,2020,True,0.609,0.508,mixed,mixed
Memories,Maroon 5,2019,False,0.32,0.5750000000000001,mixed,mixed
The Bones,Maren Morris,2019,False,0.5700000000000001,0.334,mixed,mixed
Someone You Loved,Lewis Capaldi,2019,False,0.405,0.446,mixed,mixed
Say So,Doja Cat,2019,True,0.673,0.779,mixed,mixed
I Hope,Gabby Barrett,2020,False,0.5760000000000001,0.412,mixed,mixed
WHATS POPPIN,Jack Harlow,2020,True,0.723,0.835,upper,uniform
Dance Monkey,Tones And I,2019,False,0.588,0.513,mixed,mixed
Savage Remix,Megan Thee Stallion,2020,True,0.743,0.636,mixed,mixed
ROXANNE,Arizona Zervas,2019,True,0.601,0.457,upper,uniform
Intentions,Justin Bieber,2020,False,0.546,0.874,mixed,mixed
everything i wanted,Billie Eilish,2019,False,0.225,0.243,lower,uniform
Roses,SAINt JHN,2019,True,0.724,0.898,mixed,mixed
Watermelon Sugar,Harry Styles,2019,False,0.8160000000000001,0.557,mixed,mixed
Before You Go,Lewis Capaldi,2019,False,0.5750000000000001,0.183,mixed,mixed
Falling,Trevor Daniel,2018,False,0.431,0.236,mixed,mixed
"10,000 Hours",Dan + Shay,2019,False,0.63,0.43,mixed,mixed
WAP,Cardi B,2020,True,0.454,0.357,upper,uniform
Ballin',Mustard,2019,True,0.545,0.244,mixed,mixed
hot girl bummer,blackbear,2020,True,0.559,0.685,lower,uniform
Blueberry Faygo,Lil Mosey,2020,True,0.554,0.349,mixed,mixed
Heartless,The Weeknd,2020,True,0.746,0.252,mixed,mixed
BOP,DaBaby,2019,True,0.787,0.836,upper,uniform
Lose You To Love Me,Selena Gomez,2020,False,0.343,0.0978,mixed,mixed
Good as Hell,Lizzo,2019,False,0.919,0.535,mixed,mixed
Toosie Slide,Drake,2020,True,0.454,0.837,mixed,mixed
Break My Heart,Dua Lipa,2021,False,0.729,0.467,mixed,mixed
Chasin' You,Morgan Wallen,2018,False,0.591,0.489,mixed,mixed
Savage Love,Jawsh 685,2020,True,0.481,0.761,mixed,mixed
No Guidance,Chris Brown,2019,True,0.454,0.137,mixed,mixed
My Oh My,Camila Cabello,2019,False,0.491,0.383,mixed,mixed
Dynamite,BTS,2020,False,0.765,0.737,mixed,mixed
Go Crazy,Chris Brown,2020,True,0.578,0.581,mixed,mixed
High Fashion,Roddy Ricch,2019,True,0.499,0.511,mixed,mixed
Laugh Now Cry Later,Drake,2020,True,0.518,0.522,mixed,mixed
Woah,Lil Baby,2020,True,0.599,0.413,mixed,mixed
death bed,Powfu,2020,False,0.431,0.348,lower,uniform
Señorita,Shawn Mendes,2019,False,0.54,0.75,mixed,mixed
HIGHEST IN THE ROOM,Travis Scott,2019,True,0.427,0.0605,upper,uniform
bad guy,Billie Eilish,2019,False,0.425,0.562,lower,uniform
Mood,24kGoldn,2020,True,0.722,0.756,mixed,mixed
Rain On Me,Lady Gaga,2020,False,0.855,0.646,mixed,mixed
For The Night,Pop Smoke,2020,True,0.586,0.347,mixed,mixed
RITMO,Black Eyed Peas,2019,True,0.716,0.667,upper,uniform
Heart On Ice,Rod Wave,2019,True,0.389,0.244,mixed,mixed
Nobody But You,Blake Shelton,2019,False,0.653,0.233,mixed,mixed
Trampoline,SHAED,2018,False,0.412,0.537,mixed,mixed
Come & Go,Juice WRLD,2020,True,0.8140000000000001,0.535,mixed,mixed
Truth Hurts,Lizzo,2019,True,0.624,0.412,mixed,mixed
If the World Was Ending,JP Saxe,2019,False,0.473,0.604,mixed,mixed
We Paid,Lil Baby,2020,True,0.542,0.5640000000000001,mixed,mixed
Yummy,Justin Bieber,2020,False,0.506,0.497,mixed,mixed
One Man Band,Old Dominion,2019,False,0.358,0.478,mixed,mixed
Got What I Got,Jason Aldean,2019,False,0.58,0.303,mixed,mixed
Sunday Best,Surfaces,2019,False,0.525,0.6940000000000001,mixed,mixed
Godzilla,Eminem,2020,True,0.745,0.8290000000000001,mixed,mixed
Bandit,Juice WRLD,2019,True,0.631,0.425,mixed,mixed
Party Girl,StaySolidRocky,2020,False,0.431,0.629,mixed,mixed
Die From A Broken Heart,Maddie & Tae,2018,False,0.514,0.414,mixed,mixed
POPSTAR,DJ Khaled,2020,True,0.56,0.45,upper,uniform
One Of Them Girls,Lee Brice,2020,False,0.79,0.808,mixed,mixed
Hard To Forget,Sam Hunt,2020,False,0.6890000000000001,0.664,mixed,mixed
One Margarita,Luke Bryan,2020,False,0.842,0.738,mixed,mixed
Panini,Lil Nas X,2019,False,0.594,0.475,mixed,mixed
Hot,Young Thug,2019,True,0.651,0.559,mixed,mixed
I Hope You’re Happy Now,Carly Pearce,2020,False,0.8150000000000001,0.306,mixed,mixed
Emotionally Scarred,Lil Baby,2020,True,0.641,0.266,mixed,mixed
Suicidal,YNW Melly,2020,True,0.441,0.273,mixed,mixed
The Bigger Picture,Lil Baby,2020,True,0.618,0.153,mixed,mixed
Only Human,Jonas Brothers,2019,False,0.496,0.874,mixed,mixed
The Woo,Pop Smoke,2020,True,0.618,0.286,mixed,mixed
Sum 2 Prove,Lil Baby,2020,True,0.552,0.408,mixed,mixed
Stuck with U,Ariana Grande,2020,False,0.45,0.537,mixed,mixed
Mood Swings,Pop Smoke,2020,True,0.602,0.269,mixed,mixed
You should be sad,Halsey,2020,True,0.585,0.324,mixed,mixed
Dior,Pop Smoke,2019,True,0.805,0.648,mixed,mixed
Supalonely,BENEE,2019,True,0.631,0.8170000000000001,mixed,mixed
Even Though I'm Leaving,Luke Combs,2020,False,0.755,0.624,mixed,mixed
THE SCOTTS,THE SCOTTS,2020,True,0.537,0.28,upper,uniform
Juicy,Doja Cat,2019,True,0.652,0.484,mixed,mixed
Be Like That,Kane Brown,2020,False,0.626,0.322,mixed,mixed
Homesick,Kane Brown,2019,False,0.5,0.409,mixed,mixed
Rags2Riches,Rod Wave,2020,True,0.252,0.227,mixed,mixed
Bluebird,Miranda Lambert,2019,False,0.633,0.613,mixed,mixed
Wishing Well,Juice WRLD,2020,True,0.613,0.0804,mixed,mixed
Does To Me,Luke Combs,2020,False,0.849,0.638,mixed,mixed
P*$$Y Fairy,Jhené Aiko,2020,True,0.519,0.35,mixed,mixed
ily,Surf Mesa,2019,False,0.774,0.33,lower,uniform
More Than My Hometown,Morgan Wallen,2020,False,0.882,0.5740000000000001,mixed,mixed
Lovin' On You,Luke Combs,2020,False,0.949,0.53,mixed,mixed
Said Sum,Moneybagg Yo,2020,True,0.667,0.274,mixed,mixed
Slide,H.E.R.,2019,True,0.469,0.197,mixed,mixed
Walk Em Down,NLE Choppa,2020,True,0.744,0.645,mixed,mixed
Levitating,Dua Lipa,2020,False,0.8250000000000001,0.915,mixed,mixed
Save Your Tears,The Weeknd,2021,False,0.8250000000000001,0.593,mixed,mixed
Blinding Lights,The Weeknd,2020,False,0.73,0.334,mixed,mixed
Mood,24kGoldn,2021,True,0.716,0.732,mixed,mixed
good 4 u,Olivia Rodrigo,2021,True,0.664,0.6880000000000001,lower,uniform
Kiss Me More,Doja Cat,2021,True,0.7010000000000001,0.742,mixed,mixed
Leave The Door Open,Bruno Mars,2021,False,0.616,0.719,mixed,mixed
drivers license,Olivia Rodrigo,2021,True,0.431,0.137,lower,uniform
MONTERO,Lil Nas X,2021,True,0.508,0.758,upper,uniform
Peaches,Justin Bieber,2021,True,0.6960000000000001,0.464,mixed,mixed
Butter,BTS,2021,False,0.459,0.6950000000000001,mixed,mixed
STAY,The Kid LAROI,2021,True,0.764,0.478,upper,uniform
deja vu,Olivia Rodrigo,2021,True,0.612,0.178,lower,uniform
positions,Ariana Grande,2020,True,0.802,0.682,lower,uniform
Bad Habits,Ed Sheeran,2021,False,0.893,0.537,mixed,mixed
Heat Waves,Glass Animals,2020,False,0.525,0.531,mixed,mixed
WITHOUT YOU,The Kid LAROI,2020,True,0.413,0.467,upper,uniform
Forever After All,Luke Combs,2020,False,0.65,0.456,mixed,mixed
Go Crazy,Chris Brown,2020,True,0.578,0.581,mixed,mixed
Astronaut In The Ocean,Masked Wolf,2021,True,0.6950000000000001,0.472,mixed,mixed
34+35 Remix,Ariana Grande,2021,True,0.662,0.726,mixed,mixed
What You Know Bout Love,Pop Smoke,2020,True,0.548,0.543,mixed,mixed
my ex's best friend,Machine Gun Kelly,2020,True,0.675,0.298,lower,uniform
INDUSTRY BABY,Lil Nas X,2021,True,0.704,0.894,upper,uniform
Therefore I Am,Billie Eilish,2021,False,0.365,0.663,mixed,mixed
Up,Cardi B,2021,True,0.795,0.8190000000000001,mixed,mixed
Fancy Like,Walker Hayes,2021,False,0.76,0.843,mixed,mixed
DÁKITI,Bad Bunny,2020,True,0.5730000000000001,0.145,upper,uniform
Best Friend,Saweetie,2021,True,0.766,0.402,mixed,mixed
RAPSTAR,Polo G,2021,True,0.536,0.437,upper,uniform
Heartbreak Anniversary,Giveon,2020,False,0.465,0.543,mixed,mixed
For The Night,Pop Smoke,2020,True,0.586,0.347,mixed,mixed
Calling My Phone,Lil Tjay,2021,True,0.393,0.202,mixed,mixed
Beautiful Mistakes,Maroon 5,2021,False,0.676,0.721,mixed,mixed
Holy,Justin Bieber,2020,False,0.704,0.372,mixed,mixed
On Me,Lil Baby,2020,True,0.5640000000000001,0.483,mixed,mixed
you broke me first,Tate McRae,2020,True,0.373,0.0823,lower,uniform
traitor,Olivia Rodrigo,2021,False,0.339,0.0849,lower,uniform
Back in Blood,Pooh Shiesty,2020,True,0.538,0.8310000000000001,mixed,mixed
I Hope,Gabby Barrett,2020,False,0.5760000000000001,0.412,mixed,mixed
Dynamite,BTS,2020,False,0.765,0.737,mixed,mixed
Wockesha,Moneybagg Yo,2021,True,0.537,0.771,mixed,mixed
You Right,Doja Cat,2021,True,0.621,0.436,mixed,mixed
Beat Box 2,SpotemGottem,2020,True,0.313,0.277,mixed,mixed
Laugh Now Cry Later,Drake,2020,True,0.518,0.522,mixed,mixed
Need to Know,Doja Cat,2021,True,0.609,0.194,mixed,mixed
Wants and Needs,Drake,2021,True,0.449,0.1,mixed,mixed
Way 2 Sexy,Drake,2021,True,0.597,0.331,mixed,mixed
telepatía,Kali Uchis,2020,False,0.524,0.553,lower,uniform
Whoopty,CJ,2020,True,0.648,0.66,mixed,mixed
Lemonade,Internet Money,2020,True,0.66,0.471,mixed,mixed
Good Days,SZA,2020,True,0.655,0.412,mixed,mixed
Starting Over,Chris Stapleton,2020,False,0.538,0.318,mixed,mixed
Body,Megan Thee Stallion,2020,True,0.732,0.469,mixed,mixed
willow,Taylor Swift,2020,False,0.5740000000000001,0.529,lower,uniform
Bang!,AJR,2021,False,0.526,0.654,mixed,mixed
Better Together,Luke Combs,2019,False,0.225,0.67,mixed,mixed
You’re Mines Still,Yung Bleu,2020,True,0.609,0.339,mixed,mixed
EVERY CHANCE I GET,DJ Khaled,2021,True,0.727,0.227,upper,uniform
Essence,Wizkid,2021,False,0.6910000000000001,0.581,mixed,mixed
Chasing After You,Ryan Hurd,2021,False,0.679,0.479,mixed,mixed
The Good Ones,Gabby Barrett,2020,False,0.552,0.331,mixed,mixed
Leave Before You Love Me,Marshmello,2021,False,0.738,0.637,mixed,mixed
Glad You Exist,Dan + Shay,2021,False,0.551,0.66,mixed,mixed
Lonely,Justin Bieber,2021,True,0.241,0.0719,mixed,mixed
Beggin',Måneskin,2017,False,0.8,0.589,mixed,mixed
Streets,Doja Cat,2019,True,0.463,0.189,mixed,mixed
What’s Next,Drake,2021,True,0.594,0.0628,mixed,mixed
Famous Friends,Chris Young,2020,False,0.855,0.64,mixed,mixed
Lil Bit,Nelly,2020,True,0.6890000000000001,0.41,mixed,mixed
Thot Shit,Megan Thee Stallion,2021,True,0.6930000000000001,0.891,mixed,mixed
late at night,Roddy Ricch,2021,True,0.403,0.111,lower,uniform
Kings & Queens,Ava Max,2020,False,0.6900000000000001,0.457,mixed,mixed
Anyone,Justin Bieber,2021,False,0.521,0.578,mixed,mixed
Track Star,Mooski,2021,True,0.598,0.285,mixed,mixed
Time Today,Moneybagg Yo,2021,True,0.608,0.327,mixed,mixed
Cry Baby,Megan Thee Stallion,2020,True,0.437,0.616,mixed,mixed
No More Parties,Coi Leray,2021,True,0.405,0.588,mixed,mixed
What’s Your Country Song,Thomas Rhett,2021,False,0.706,0.479,mixed,mixed
One Too Many,Keith Urban,2020,False,0.535,0.594,mixed,mixed
Arcade,Duncan Laurence,2019,False,0.329,0.266,mixed,mixed
Yonaguni,Bad Bunny,2021,True,0.648,0.44,mixed,mixed
GOOD TIME,Niko Moon,2021,False,0.59,0.687,upper,uniform
If I Didn't Love You,Jason Aldean,2021,False,0.679,0.483,mixed,mixed
Knife Talk,Drake,2021,True,0.424,0.153,mixed,mixed
pov,Ariana Grande,2020,False,0.534,0.173,lower,uniform
Just the Way,Parmalee,2019,False,0.8290000000000001,0.8150000000000001,mixed,mixed
Take My Breath,The Weeknd,2021,False,0.74,0.518,mixed,mixed
We're Good,Dua Lipa,2021,False,0.588,0.59,mixed,mixed
Hell Of A View,Eric Church,2020,False,0.582,0.883,mixed,mixed
Put Your Records On,Ritt Momney,2020,False,0.491,0.151,mixed,mixed
Happier Than Ever,Billie Eilish,2021,True,0.225,0.297,mixed,mixed
Single Saturday Night,Cole Swindell,2020,False,0.79,0.6940000000000001,mixed,mixed
Things a Man Oughta Know,Lainey Wilson,2021,False,0.683,0.397,mixed,mixed
Throat Baby,BRS Kash,2020,True,0.521,0.213,mixed,mixed
Tombstone,Rod Wave,2021,True,0.637,0.535,mixed,mixed
Drinkin' Beer. Talkin' God. Amen.,Chase Rice,2020,False,0.678,0.724,mixed,mixed
Todo De Ti,Rauw Alejandro,2021,True,0.718,0.342,mixed,mixed
Heat Waves,Glass Animals,2020,False,0.525,0.531,mixed,mixed
As It Was,Harry Styles,2022,False,0.731,0.662,mixed,mixed
STAY,The Kid LAROI,2021,True,0.764,0.478,upper,uniform
Easy On Me,Adele,2021,False,0.366,0.13,mixed,mixed
Shivers,Ed Sheeran,2021,False,0.859,0.8220000000000001,mixed,mixed
First Class,Jack Harlow,2022,True,0.582,0.332,mixed,mixed
Big Energy,Latto,2021,True,0.807,0.8130000000000001,mixed,mixed
Ghost,Justin Bieber,2021,False,0.741,0.441,mixed,mixed
Super Gremlin,Kodak Black,2021,True,0.414,0.106,mixed,mixed
Cold Heart,Elton John,2021,False,0.798,0.942,mixed,mixed
WAIT FOR U,Future,2022,True,0.642,0.339,upper,uniform
